"","SERIALNO","PUMA","ST","WGTP","state","residence","family_structure","child1_age","child2_age","child3_age","child4_age","child5_age","parent1_age","parent2_age","disability_parent1","disability_parent2","disability_child1","disability_child2","disability_child3","disability_child4","disability_child5","cs_flag","breastfeeding","nontraditionalwork","immigration","parent1_max_work","maxshiftlength_parent1","maxworkweek_parent1","backtobackshifts_parent1","weekenddaysworked","parent1_first_max","backtobackshifts_parent2","workdaystart","user_trans_type","savings","vehicle1_value","vehicle2_value","vehicle1_owed","vehicle2_owed","debt_payment","privateplan_type","hlth_amt_parent_m","hlth_amt_family_m","hlth_costs_oop_m","userplantype","disability_medical_expenses_mnth","housing_override","housing_override_amt","home_type","fuel_source","energy_cost_override","energy_cost_override_amt","food_override","trans_override","trans_override_parent1_amt","trans_override_parent2_amt","other_override","disability_personal_expenses_m","disability_flag","fosterchild_flag","noncitizen_flag","felony_conviction_flag","parent2_max_work","maxshiftlength_parent2","maxworkweek_parent2","child1_foster_status","child2_foster_status","child3_foster_status","child4_foster_status","child5_foster_status","child1_immigration_status","child2_immigration_status","child3_immigration_status","child4_immigration_status","child5_immigration_status","itin","other_parent_timeoff_for_newborn","mother_timeoff_for_newborn","state_mctr","fli","tdi","baseline","compare_flag","snap_training","fullday_prek","fullday_k","recent_tanf_exit_flag","tanfwork"
"8412","2019HU1144395","00702","34",82,"New Jersey","Hudson County (Northeast)--Union City & Hoboken Cities","single-parent",4,-1,-1,-1,-1,47,17,"0","-9","0","-9","-9","-9","-9",0,1,0,1,35,7,52,1,0,NA,NA,"9:20","02",3704,0,0,0,0,13329,NA,0,0,1015,"employer",0,"1",1100,"apartment","1",1,250,681,"0","0","0",647,0,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.4,15,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8413","2019HU1144995","01205","34",90,"New Jersey","Ocean County (Northeast)--Point Pleasant Borough","single-parent",11,14,-1,-1,-1,46,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,40,8,52,0.1,0,NA,NA,"7:40","01",5086,30532,0,0,0,7825,"employer",0,0,610,"employer",0,"1",1200,"house","1",1,224,587,"0","0","0",629,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,2.7,15.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8414","2019HU1146883","01401","34",122,"New Jersey","Essex County (Northeast)","single-parent",10,14,-1,-1,-1,30,17,"0","-9","0","0","-9","-9","-9",0,0,0,0,38,7,52,0.3,0,NA,NA,"7:25","01",4942,19578,0,14212,0,5526,"employer",0,0,835,"employer",0,"1",1000,"house","1",1,629,797,"0","0","0",607,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,2.3,5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8415","2019HU1148067","00503","34",204,"New Jersey","Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs","single-parent",10,12,-1,-1,-1,40,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,40,8,52,0.7,0,NA,NA,"8:0","01",5499,21043,0,0,0,7314,"employer",0,0,809,"employer",0,"1",3100,"house","1",1,422,678,"0","0","0",701,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.2,11.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8416","2019HU1149115","02101","34",294,"New Jersey","Camden County (North)--Camden & Gloucester Cities","single-parent",12,20,-1,-1,-1,47,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,30,6,40,0.2,0,NA,0.2,"13:0","01",5055,21476,21494,15445,16924,6019,"employer",0,0,725,"employer",0,"1",840,"house","1",1,240,749,"0","0","0",562,0,NA,NA,NA,NA,30,6,35,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.4,10.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8417","2019HU1149220","00906","34",293,"New Jersey","Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs","single-parent",11,14,22,-1,-1,43,17,"0","-9","0","0","0","-9","-9",0,1,0,1,40,8,40,-9,0,NA,0.2,NA,"",6232,0,0,0,0,12198,NA,0,0,528,"employer",0,"1",1200,"apartment","1",1,170,736,"0","0","0",581,0,NA,NA,NA,NA,40,8,52,"0","0","0","-9","-9","1","1","5","-9","-9",NA,1.5,10.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8418","2019HU1149565","01202","34",77,"New Jersey","Ocean County (Central)--Beachwood Borough","single-parent",16,18,-1,-1,-1,48,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,40,8,52,0,0,NA,0.3,"8:50","10",3533,20870,20888,0,0,7602,"employer",0,0,961,"employer",0,"1",2800,"house","1",1,158,640,"1","0","0",515,0,NA,NA,NA,NA,8,1,10,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,2.4,6.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8419","2019HU1149913","00907","34",175,"New Jersey","Middlesex County (East Central)--Perth Amboy City & Sayreville Borough","single-parent",14,-1,-1,-1,-1,46,17,"0","-9","0","-9","-9","-9","-9",0,1,0,0,40,8,52,0.5,0,NA,0.3,"12:20","01",5491,26184,26203,0,0,14594,"employer",0,0,772,"employer",0,"1",1400,"apartment","1",1,360,703,"0","0","0",607,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.4,11.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8420","2019HU1150119","00301","34",143,"New Jersey","Bergen County (South Central)--Hackensack & Englewood (West) Cities","single-parent",15,-1,-1,-1,-1,48,17,"1","-9","0","-9","-9","-9","-9",0,1,0,0,24,4,52,0.1,0,NA,NA,"15:15","01",6493,19110,0,14192,0,16976,"employer",0,0,713,"employer",713,"1",2600,"house","1",1,352,459,"0","0","0",744,1634,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,2.6,14.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8421","2019HU1150256","02001","34",145,"New Jersey","Burlington County (North)--Burlington City","single-parent",17,-1,-1,-1,-1,45,17,"0","-9","0","-9","-9","-9","-9",0,1,0,0,40,8,52,0.7,0,NA,0.1,"6:30","01",6455,24699,24717,0,0,14901,"employer",0,0,777,"employer",0,"1",1600,"house","3",1,300,689,"0","0","0",505,0,NA,NA,NA,NA,16,3,16,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.3,4.2,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8422","2019HU1152833","01800","34",109,"New Jersey","Union County (Northeast)--Elizabeth City","single-parent",3,13,-1,-1,-1,29,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,40,8,52,0.5,0,NA,NA,"8:20","02",6217,0,0,0,0,12823,NA,0,0,923,"employer",0,"1",1500,"apartment","1",1,240,730,"0","0","0",580,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,2.2,11.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8423","2019HU1154282","02002","34",276,"New Jersey","Burlington County (West Central)","single-parent",8,10,-1,-1,-1,36,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,40,8,52,0.6,0,NA,NA,"8:25","01",5479,22887,0,16317,0,7166,"employer",0,0,691,"employer",0,"1",1400,"house","1",1,300,663,"0","0","0",698,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,7.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8424","2019HU1154734","02302","34",25,"New Jersey","Mercer County (North)--Princeton Borough","single-parent",14,16,-1,-1,-1,45,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,45,9,52,0.2,0.62,NA,0.2,"9:5","01",3757,20045,0,15118,0,12576,"employer",0,0,1088,"employer",0,"1",0,"house","1",1,617,723,"0","0","0",589,0,NA,NA,NA,NA,10,2,18,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.9,9.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8425","2019HU1155374","01403","34",141,"New Jersey","Essex County (Northwest)","single-parent",2,7,-1,-1,-1,36,17,"0","-9","0","0","-9","-9","-9",0,0,0,0,55,11,52,1,1.88,NA,NA,"6:35","04",5252,24251,0,15824,0,5587,"employer",0,0,904,"employer",0,"1",3200,"apartment","3",1,40,698,"0","0","0",636,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,10.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8426","2019HU1155402","00701","34",44,"New Jersey","Hudson County (North)--West New York, Secaucus & Guttenberg Towns","single-parent",13,-1,-1,-1,-1,47,17,"0","-9","0","-9","-9","-9","-9",0,1,0,0,10,2,40,0.3,0,NA,NA,"6:55","01",5364,29918,0,0,0,13038,"individual",0,0,918,"employer",0,"1",0,"house","1",1,346,588,"0","0","0",659,0,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.5,13.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8427","2019HU1156100","01402","34",152,"New Jersey","Essex County (South Central)--East Orange City","single-parent",10,-1,-1,-1,-1,50,17,"0","-9","0","-9","-9","-9","-9",0,1,0,0,20,4,52,0.8,0,NA,NA,"8:55","02",5286,0,0,0,0,7992,"employer",0,0,818,"employer",0,"1",700,"apartment","3",1,100,717,"0","0","0",570,0,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.5,12.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8428","2019HU1156884","01104","34",336,"New Jersey","Monmouth County (Northeast)--Red Bank & Tinton Falls (North) Boroughs","single-parent",14,16,17,-1,-1,49,17,"0","-9","0","0","0","-9","-9",0,1,0,0,NA,NA,-9,-9,NA,NA,0.3,NA,"",5465,22193,22211,14248,15726,12875,"employer",0,0,788,"employer",0,"1",2500,"house","1",1,354,783,"0","0","0",618,0,NA,NA,NA,NA,35,7,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,0,5.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8429","2019HU1158055","00303","34",61,"New Jersey","Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs","single-parent",12,-1,-1,-1,-1,40,17,"0","-9","0","-9","-9","-9","-9",0,1,0,0,40,8,52,0.5,0,NA,NA,"9:20","01",7463,20161,0,0,0,12892,"employer",0,0,1137,"employer",0,"1",1600,"apartment","1",1,40,597,"0","0","0",653,0,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.8,12.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8430","2019HU1159220","02201","34",51,"New Jersey","Gloucester County (Northeast)--Woodbury City","single-parent",6,12,17,-1,-1,33,17,"0","-9","0","0","0","-9","-9",0,0,0,0,40,8,52,0.8,0,NA,0.8,"8:20","01",3244,30042,0,17027,0,14641,NA,0,0,496,"employer",0,"1",1200,"house","1",1,300,590,"0","0","0",531,0,NA,NA,NA,NA,15,3,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,1.8,8.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8431","2019HU1159889","01404","34",65,"New Jersey","Essex County (Southwest)","single-parent",4,6,9,-1,-1,46,17,"0","-9","0","0","0","-9","-9",0,1,0,0,36,7,52,0.7,0,NA,0.8,"8:30","01",5140,21251,21270,15947,17425,11288,NA,0,0,382,"employer",0,"1",1600,"apartment","1",1,160,824,"0","0","0",669,0,NA,NA,NA,NA,36,7,52,"0","0","0","-9","-9","1","1","1","-9","-9",NA,0,6.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8432","2019HU1162825","00304","34",41,"New Jersey","Bergen County (West Central)--Fair Lawn Borough, Garfield City & Lodi Borough","single-parent",10,18,-1,-1,-1,49,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,38,7,52,1,0,NA,NA,"7:50","05",5046,24196,24215,14999,16477,7402,"employer",0,0,763,"employer",0,"1",2100,"house","1",1,525,589,"0","0","0",510,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,2.4,9.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8433","2019HU1163166","00702","34",35,"New Jersey","Hudson County (Northeast)--Union City & Hoboken Cities","single-parent",6,9,-1,-1,-1,35,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,35,7,52,0.8,0,NA,NA,"8:35","02",4534,0,0,0,0,13198,NA,0,0,887,"employer",0,"1",1100,"apartment","1",1,90,610,"0","0","0",595,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.3,7.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8434","2019HU1163341","01402","34",107,"New Jersey","Essex County (South Central)--East Orange City","single-parent",10,17,18,-1,-1,47,17,"0","-9","0","0","0","-9","-9",0,1,0,1,40,8,36,1.5,0,NA,NA,"16:35","07",7179,24460,0,14175,0,6437,NA,0,0,842,"employer",0,"1",1300,"house","1",1,0,756,"0","0","0",720,0,NA,NA,NA,NA,NA,NA,NA,"0","0","0","-9","-9","5","5","5","-9","-9",NA,0.9,12,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8435","2019HU1163743","00703","34",153,"New Jersey","Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns","single-parent",7,21,-1,-1,-1,38,17,"0","-9",NA,"0","-9","-9","-9",0,1,0,0,20,4,40,0.7,0,NA,NA,"14:30","01",7215,28042,0,0,0,10338,NA,0,0,567,"employer",0,"1",300,"apartment","1",1,0,766,"0","0","0",591,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","4","-9","-9","-9",NA,1.1,11.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8436","2019HU1164354","00902","34",64,"New Jersey","Middlesex County (Southwest)","single-parent",15,-1,-1,-1,-1,55,17,"0","-9","0","-9","-9","-9","-9",0,1,0,0,NA,NA,-9,-9,NA,NA,NA,NA,"",4180,22693,22712,13327,14806,7641,"employer",0,0,991,"employer",0,"1",0,"house","1",1,310,690,"0","0","0",635,0,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0,14,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8437","2019HU1164530","01202","34",239,"New Jersey","Ocean County (Central)--Beachwood Borough","single-parent",3,-1,-1,-1,-1,30,17,"0","-9","0","-9","-9","-9","-9",0,1,0,0,60,12,52,0.3,2,NA,0.3,"8:40","01",5135,28422,28440,12949,14427,9809,"employer",0,0,553,"employer",0,"1",2200,"house","1",1,142,593,"0","0","0",462,0,NA,NA,NA,NA,40,8,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.7,13.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8438","2019HU1164973","00307","34",73,"New Jersey","Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs","single-parent",15,-1,-1,-1,-1,42,17,"0","-9","0","-9","-9","-9","-9",0,1,1,0,50,10,52,0.3,1.25,NA,0.4,"23:10","01",5621,19638,19657,0,0,5149,"employer",0,0,715,"employer",0,"1",2800,"house","3",1,200,771,"0","0","0",614,0,NA,NA,NA,NA,35,7,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.9,6.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8439","2019HU1165443","01501","34",47,"New Jersey","Morris County (North)--Dover Town & Kinnelon Borough","single-parent",5,9,-1,-1,-1,35,17,"0","-9","0","0","-9","-9","-9",0,1,0,1,NA,NA,-9,-9,NA,NA,NA,NA,"",4595,0,0,0,0,14698,"employer",0,0,898,"employer",0,"1",2000,"apartment","1",1,98,803,"0","0","0",562,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","5","5","-9","-9","-9",NA,3.2,14.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8440","2019HU1165826","00601","34",314,"New Jersey","Hudson County (Central)--Jersey City (North)","single-parent",8,-1,-1,-1,-1,49,17,"0","-9","0","-9","-9","-9","-9",0,1,0,0,40,8,52,0.2,0,NA,NA,"8:15","10",4919,26138,0,14839,0,12130,"employer",0,0,703,"employer",0,"1",1000,"apartment","1",1,50,591,"1","0","0",520,0,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,2,8.1,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8441","2019HU1165881","01203","34",102,"New Jersey","Ocean County (North Central)","single-parent",17,19,-1,-1,-1,55,17,"0","-9","0",NA,"-9","-9","-9",0,1,0,0,15,3,52,0.3,0,NA,NA,"12:10","01",4653,23462,23480,14518,15996,4825,NA,0,0,712,"employer",0,"1",1500,"house","4",1,95,744,"0","0","0",542,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.9,4.7,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8442","2019HU1171217","00602","34",238,"New Jersey","Hudson County (Central)--Jersey City (South)","single-parent",8,-1,-1,-1,-1,45,17,"0","-9","0","-9","-9","-9","-9",0,1,0,0,40,8,52,0.5,0,NA,NA,"8:20","05",5378,0,0,0,0,11084,NA,0,0,906,"employer",0,"1",950,"apartment","1",1,453,678,"0","0","0",651,0,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.3,13.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8443","2019HU1172361","01700","34",47,"New Jersey","Warren County","single-parent",11,-1,-1,-1,-1,45,17,"0","-9","0","-9","-9","-9","-9",0,1,0,0,40,8,52,0.3,0,NA,NA,"6:25","01",5632,16908,0,0,0,12225,"employer",0,0,865,"employer",0,"1",1000,"apartment","1",1,120,701,"0","0","0",662,0,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.6,9.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8444","2019HU1173688","02202","34",90,"New Jersey","Gloucester County (South & West)--Glassboro Borough","single-parent",16,-1,-1,-1,-1,55,17,"1","-9","0","-9","-9","-9","-9",0,0,0,0,20,4,52,0.1,0,NA,NA,"12:25","01",5230,21506,0,13390,0,14089,NA,0,0,769,"employer",769,"1",630,"house","1",1,202,670,"0","0","0",517,1427,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,1.3,13.3,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8445","2019HU1173738","00903","34",38,"New Jersey","Middlesex County (Northwest)--South Plainfield & Middlesex Boroughs","single-parent",0,1,4,14,-1,37,17,"0","-9","0","0","0","0","-9",0,1,0,0,40,8,52,1,0,NA,0.5,"13:50","01",6074,23948,23967,0,0,10899,"employer",0,0,952,"employer",0,"1",0,"house","1",1,148,572,"0","0","0",567,0,NA,NA,NA,NA,40,8,52,"0","0","0","0","-9","1","1","1","1","-9",NA,0.7,5.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8446","2019HU1174016","00602","34",122,"New Jersey","Hudson County (Central)--Jersey City (South)","single-parent",17,-1,-1,-1,-1,46,17,"0","-9","0","-9","-9","-9","-9",0,0,0,0,30,6,52,0.2,0,NA,0.5,"6:45","01",4910,22020,0,15156,0,13211,"employer",0,0,649,"employer",0,"1",620,"house","1",1,80,778,"0","0","0",625,0,NA,NA,NA,NA,25,5,52,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,2.1,13.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8447","2019HU1176050","00101","34",306,"New Jersey","Atlantic County (East)--Atlantic City & Ventnor City","single-parent",11,11,-1,-1,-1,32,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,NA,NA,-9,-9,NA,NA,NA,NA,"",3989,0,0,0,0,14425,NA,0,0,935,"employer",0,"1",50,"apartment","1",1,0,639,"0","0","0",502,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8448","2019HU1177220","00304","34",219,"New Jersey","Bergen County (West Central)--Fair Lawn Borough, Garfield City & Lodi Borough","single-parent",3,13,-1,-1,-1,36,17,"0","-9","0","0","-9","-9","-9",0,0,0,0,NA,NA,-9,-9,NA,NA,NA,NA,"",4709,0,0,0,0,9193,NA,0,0,1016,"employer",0,"1",1300,"apartment","1",1,240,719,"0","0","0",577,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.2,6.4,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8449","2019HU1177309","01201","34",208,"New Jersey","Ocean County (South)","single-parent",5,10,-1,-1,-1,33,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,55,11,52,0.7,1.88,NA,NA,"7:30","01",5959,30143,0,13718,0,8006,"employer",0,0,876,"employer",0,"1",1400,"house","1",1,210,633,"0","0","0",569,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.5,15.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8450","2019HU1177705","00901","34",54,"New Jersey","Middlesex County (Southeast)","single-parent",14,21,-1,-1,-1,51,17,"0","-9","0","0","-9","-9","-9",0,1,0,1,30,6,52,0.2,0,NA,0.2,"7:5","01",4864,22784,22802,0,0,15609,NA,0,0,796,"employer",0,"1",1100,"apartment","3",1,120,672,"0","0","0",595,0,NA,NA,NA,NA,30,6,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,1.1,8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8451","2019HU1178174","00501","34",50,"New Jersey","Passaic County (South)--Passaic & Clifton (Southeast) Cities","single-parent",4,8,-1,-1,-1,33,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,30,6,52,0.4,0,NA,NA,"8:15","01",5994,20293,20312,15202,16681,12576,NA,0,0,816,"employer",0,"1",0,"house","1",1,180,438,"0","0","0",671,0,NA,NA,NA,NA,NA,NA,NA,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0,13.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8452","2019HU1179540","01403","34",99,"New Jersey","Essex County (Northwest)","single-parent",15,-1,-1,-1,-1,37,17,"0","-9","0","-9","-9","-9","-9",0,1,0,0,40,8,52,0.8,0,NA,NA,"8:35","01",4836,26640,0,15840,0,10546,"employer",0,0,912,"employer",0,"1",1700,"apartment","3",1,240,909,"0","0","0",624,0,NA,NA,NA,NA,NA,NA,NA,"0","-9","-9","-9","-9","1","-9","-9","-9","-9",NA,0.1,9.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8453","2019HU1179993","01205","34",112,"New Jersey","Ocean County (Northeast)--Point Pleasant Borough","single-parent",17,20,-1,-1,-1,49,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,16,3,21,0.5,0,NA,NA,"6:20","01",7067,23271,23290,0,0,15487,NA,0,0,689,"employer",0,"1",2400,"house","1",1,492,685,"0","0","0",634,0,NA,NA,NA,NA,40,8,40,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,2.1,3.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8454","2019HU1180768","01402","34",127,"New Jersey","Essex County (South Central)--East Orange City","single-parent",7,9,-1,-1,-1,29,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,36,7,52,0.4,0,NA,0.5,"2:0","01",4567,23664,23682,12896,14374,10195,NA,0,0,1183,"employer",0,"1",2000,"house","1",1,200,628,"0","0","0",515,0,NA,NA,NA,NA,40,8,52,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.6,7.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8455","2019HU1181107","01003","34",426,"New Jersey","Somerset County (Central)--North Plainfield & Somerville Boroughs","single-parent",10,15,22,-1,-1,45,17,"0","-9","0","0","0","-9","-9",0,1,0,0,40,8,52,0.5,0,NA,NA,"6:20","01",5630,22805,0,0,0,11824,"employer",0,0,681,"employer",0,"1",3000,"house","1",1,492,742,"0","0","0",550,0,NA,NA,NA,NA,NA,NA,NA,"0","0","0","-9","-9","1","1","1","-9","-9",NA,2.4,12.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8456","2019HU1181735","00703","34",57,"New Jersey","Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns","single-parent",8,13,16,-1,-1,43,17,"0","-9","0","0","0","-9","-9",0,1,0,0,15,3,52,0.2,0,NA,NA,"7:30","01",4139,25860,0,13425,0,14751,NA,0,0,970,"employer",0,"1",840,"apartment","1",1,0,697,"0","0","0",500,0,NA,NA,NA,NA,NA,NA,NA,"0","0","0","-9","-9","1","1","1","-9","-9",NA,1.3,12.8,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8457","2019HU1182908","00101","34",84,"New Jersey","Atlantic County (East)--Atlantic City & Ventnor City","single-parent",11,14,17,-1,-1,45,17,"0","-9","0","0","0","-9","-9",0,0,0,0,NA,NA,-9,-9,NA,NA,NA,NA,"",6044,17174,0,16557,0,11045,NA,0,0,449,"employer",0,"1",1500,"apartment","1",1,158,654,"0","0","0",614,0,NA,NA,NA,NA,NA,NA,NA,"0","0","0","-9","-9","1","1","1","-9","-9",NA,0.5,13.9,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8458","2019HU1185413","01800","34",143,"New Jersey","Union County (Northeast)--Elizabeth City","single-parent",0,3,10,-1,-1,26,17,"0","-9","0","0","0","-9","-9",0,1,0,0,NA,NA,-9,-9,NA,NA,NA,NA,"",4762,0,0,0,0,11473,NA,0,0,1180,"employer",0,"1",1800,"apartment","1",1,270,825,"0","0","0",631,0,NA,NA,NA,NA,NA,NA,NA,"0","0","0","-9","-9","1","1","1","-9","-9",NA,2.7,11.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8459","2019HU1185902","02001","34",66,"New Jersey","Burlington County (North)--Burlington City","single-parent",10,11,13,-1,-1,46,17,"0","-9","0",NA,"0","-9","-9",0,1,0,0,35,7,52,0.4,0,NA,NA,"8:0","01",7570,23563,0,14076,0,8485,NA,0,0,591,"employer",0,"1",2100,"house","1",1,70,716,"0","0","0",597,0,NA,NA,NA,NA,NA,NA,NA,"0","0","0","-9","-9","1","1","1","-9","-9",NA,1.4,13.5,1,NA,NA,"0","0",NA,NA,NA,NA,NA
"8460","2019HU1186199","01700","34",137,"New Jersey","Warren County","single-parent",8,16,-1,-1,-1,38,17,"0","-9","0","0","-9","-9","-9",0,1,0,0,35,7,52,0.8,0,NA,NA,"7:40","01",4479,25902,0,15412,0,12554,NA,0,0,1045,"employer",0,"1",1200,"house","1",1,430,699,"0","0","0",665,0,NA,NA,NA,NA,8,1,1,"0","0","-9","-9","-9","1","1","-9","-9","-9",NA,0.3,8.6,1,NA,NA,"0","0",NA,NA,NA,NA,NA
